content,score,label,preprocessed_content,at,prediction,predicted_label
"Aplikasi tidak membantu, sudah membayar,tapi masih terisolir, apakah sistem nya masih manual apakah harus ,datang terus kegrapari?",2,0,aplikasi tidak bantu sudah bayar tapi masih isolir apakah sistem nya masih manual apakah harus datang terus kegrapari ,07/11/2023,0.005470585,0
"saya udh bayar tagihan wifi saya tapi masih di solirkan, mohon tanggapan nya",4,1,saya sudah bayar tagih wifi saya tapi masih di solirkan mohon tanggap nya,17/11/2023,0.50250244,1
"Sinyal ANCUURRR.... Sudah banyak yg mengeluhkan, namun masih saja tidak dianggap.",1,0,sinyal ancuur sudah banyak yang keluh namun masih saja tidak anggap ,06/10/2023,0.017018406,0
Diupdate juga sama aja lemotnya bukan main. Masih mending menggunakan aplikasi MyTelkomsel liat info dari IndiHome sendiri dari pada lewat MyIndiHome.,1,0,diupdate juga sama saja lot bukan main masih mending guna aplikasi mytelkomsel lihat info dari indihome sendiri dari pada lewat myindihome ,15/11/2023,0.002466949,0
aplikasi ampass lelet buka apapun,1,0,aplikasi ampas lelet buka apa,03/01/2024,0.00170816,0
"Selalu bermasalah, mau pengaduan layanan nuga betmasalah teru, apknya kuar"" sendiri jadi harus login ulang. Giliran login lgi malah error gajelass",1,0,selalu masalah mau adu layan nuga betmasalah terus apknya kuar sendiri jadi harus login ulang gilir login lagi malah error gajelas,27/01/2024,0.001068049,0
"Tampilan oke sayangx setiap update keluar dr akun seharusx fiturx sj yg brtmbh tanpa harus keluar dr akun indihome, blum nopex tdk trdftar sbagai no wa,trpksa pakai no lain sehingga memperbahrui lg data yg sdah ada,mulai dr awal lg.",4,0,tampil oke sayang tiap update keluar dari akun seharusx fiturx saja yang brtmbh tanpa harus keluar dari akun indihome belum nopex tidak trdftar bagai no wa trpksa pakai no lain sehingga memperbahrui lagi data yang sudah ada mulai dari awal lagi ,22/11/2023,0.013727063,0
"Semakin di update tidak semakin baik malah semakin buruk ni aplikasi, APK tiba"" Keluar sendiri saat baru buka APK",1,0,makin di update tidak makin baik malah makin buruk nih aplikasi apk tiba keluar sendiri saat baru buka apk,22/11/2023,0.00093265,0
Bagus,5,1,bagus,06/10/2023,0.9971563,1
Tingkatkan lagi pelayananya,5,1,tingkat lagi pelayananya,27/12/2023,0.9356497,1
Mntapppolll,5,1,mntapppol,10/02/2024,0.9629922,1
"Layanan cepat, ramah dan rapi. Terimakasih.",5,1,layan cepat ramah dan rapi terimakasih ,19/02/2024,0.9985164,1
Slmt page mas,5,1,selamat page mas,13/02/2024,0.983405,1
"Update terbaru my indihome, appnya kok semakin lemot yaa",3,0,update baru my indihome appnya kok makin lemot ya,30/10/2023,0.08722606,0
mengecewakan kinerja buruk ada masalah teknisi susah datang di undur terus sekalinya mau berhenti berlangganan di persulit mohon kinerjanya di perbaiki jangan molor,1,0,kecewa kerja buruk ada masalah teknisi susah datang di undur terus sekali mau henti langgan di sulit mohon kerja di baik jangan molor,06/11/2023,0.000726023,0
Apk lemot tdk bs login...tidak ada respon kah dr my indihome,1,0,apk lemot tidak bisa login tidak ada respon kah dari my indihome,25/11/2023,0.000767635,0
Sampe kapan ini masa sudah kna fuf gk bsa di prpanjang,1,0,sampai kapan ini masa sudah kna fuf enggak bisa di prpanjang,24/11/2023,0.019514201,0
Bagus,3,1,bagus,29/10/2023,0.9971563,1
"kenapa indhihome membuat tagihan terus bertambah beberapa bulan dan denda, padahal wifi pun tidak ada pemakaian ? seharusnya indhihome ini aktif jika pengguna masih membayarnya, tidak harus membentak pengguna,,,",1,0,kenapa indhihome buat tagih terus tambah beberapa bulan dan denda padahal wifi pun tidak ada pakai harus indhihome ini aktif jika guna masih bayar tidak harus bentak guna ,03/10/2023,0.003658165,0
Kagak jelas aplikasinya point gak di pake kok kena penghapusan point mana servernya lag bet lemot kayanya pake server gratis nih 00webhost kayanya,1,0,kagak jelas aplikasi point enggak di pakai kok kena hapus point mana servernya lag banget lemot kaya pakai server gratis nih webhost kaya,01/01/2024,0.000890013,0
Lemoooott bgt sumpah.. mau ngecek loading² mulu.,1,0,lemoooot banget sumpah mau ecek loading mulu ,20/11/2023,0.003082011,0
"Pelayanan udah ok,",5,1,layan sudah ok ,18/12/2023,0.9960745,1
Sangat membantu,5,1,sangat bantu,19/10/2023,0.99699557,1
Ok,5,1,ok,21/02/2024,0.9959974,1
"Saya udah daftar, dan mau masukan nomer indihome gabisa terus, udah berkali"" katanya sudah berhasil verifikasi tapi pas saya mau atur pengguna dibilang nomer indihome belum tercantum. Ini gimana si gajelas dh",3,0,saya sudah daftar dan mau masuk nomer indihome enggak bisa terus sudah kali kata sudah hasil verifikasi tapi pas saya mau atur guna bilang nomer indihome belum cantum ini bagaimana sih enggak jelas dah,16/02/2024,0.002796029,0
"Aplikasinya sangat amat lemot sekali, sering minta maaf.",1,0,aplikasi sangat amat lemot sekali sering minta maaf ,17/11/2023,0.002029607,0
Muda dipantau sangat membantu.terimakasih . T,5,1,muda pantau sangat bantu terimakasih t,17/01/2024,0.99861705,1
mntap,5,1,mntap,27/12/2023,0.98646826,1
Ciss bayar mahal2 kualitas koneksi bner2 payah bgt gw saranin kalo mau pasang wifi jangan indihome masih ada yg harganya masuk sinyal bgus,1,0,cis bayar mahal kualitas koneksi benar payah banget gue saran kalo mau pasang wifi jangan indihome masih ada yang harga masuk sinyal bagus,27/10/2023,0.01096197,0
"Aplikasi oke so far fiturnya mudah digunakan, kakau ada trouble pelayanannya juga cepet..Terbaik Indihome 🫶🏻",5,1,aplikasi oke sok far fiturnya mudah guna kalau ada trouble layan juga cepat baik indihome ,25/09/2023,0.99203974,1
Aplikasi bual mau buat laporan langsung logout terus sekelas indihome telkomsel buat aplikasi sampah seperti ini,1,0,aplikasi bual mau buat lapor langsung logout terus kelas indihome telkomsel buat aplikasi sampah seperti ini,05/01/2024,0.002845134,0
Sudah seminggu minta pindah alamat. Tidak ada teknisi sama sekali yang menghubungi. Setiap ada panggilan cuma konfirmasi konfirmasi dengan pertanyaan apakah rumah sudah di tempati atau modem sudah dibawa ke rumah.,1,0,sudah minggu minta pindah alamat tidak ada teknisi sama sekali yang hubung tiap ada panggil cuma konfirmasi konfirmasi dengan tanya apakah rumah sudah di tempat atau modem sudah bawa ke rumah ,11/01/2024,0.002764848,0
"Aplikasi sekelas telkom sbg provider internet pny aplikasi lemot dan ngelag, tuker poin gabs alasan lagi pemeliharaan layanan. Payah",1,0,aplikasi kelas telkom bagai provider internet punya aplikasi lemot dan ngelag tuker poin gabs alas lagi pelihara layan payah,16/11/2023,0.001179517,0
"Sekelas Telkom (Indihome), aplikasinya kaya gini, ngelag, loading lama, sering crash.. poor.. !! 👎👎👎👎👎👎",1,0,kelas telkom indihome aplikasi kayak begini ngelag loading lama sering crash poor ,23/12/2023,0.000786147,0
Kenapa keluar keluar sendiri aplikasinya kalo dibuka ya,5,0,kenapa keluar keluar sendiri aplikasi kalo buka ya,25/11/2023,0.005018904,0
Mantap,5,1,mantap,21/12/2023,0.9967573,1
"Aplikasi terlalu berat, apakah bisa lebih di ringankan?",5,0,aplikasi terlalu berat apakah bisa lebih di ringan ,23/02/2024,0.002886647,0
Jaringannya kek sampah,1,0,jaring kayak sampah,12/12/2023,0.005626305,0
"alhamdulillah, membantu meliat info nya internet dan pembayaran",5,1,alhamdulillah bantu liat info nya internet dan bayar,08/02/2024,0.99909395,1
Bagus,5,1,bagus,19/12/2023,0.9971563,1
bagus,5,1,bagus,06/11/2023,0.9971563,1
Semenjak di ambil alih sama Telkomsel Indihome jadi buruk banget apalagi aplikasinya gak bisa log in sama sekali gak guna juga ini apps mana susah penfaduanya,1,0,semenjak di ambil alih sama telkomsel indihome jadi buruk banget apalagi aplikasi enggak bisa log ini sama sekali enggak guna juga ini apps mana susah penfaduanya,20/02/2024,0.001285321,0
Siip,5,1,sip,22/09/2023,0.99092084,1
"Dengan Indihome, kebutuhan informasi2 yang update, kebutuhan bersosialisasi, hiburan, pengetahuan, belanja online dll, bisa terpenuhi dengan cukup memuaskan. Meskipun lokasi kami di kota kecil, jauh dari Ibukota. Terima kasih Indihome.",5,1,dengan indihome butuh informasi yang update butuh sosial hibur tahu belanja online dl bisa penuh dengan cukup muas meski lokasi kami di kota kecil jauh dari ibukota terima kasih indihome ,28/11/2023,0.9982006,1
Kami sudah lama menjadi pelanggan Indihome.....semoga Indihome tambah maju dengan penambahan speed dan stabil ..terimakasih,5,1,kami sudah lama jadi langgan indihome moga indihome tambah maju dengan tambah speed dan stabil terimakasih,30/09/2023,0.9897583,1
"Aplikasi bagus, cuman kadang sudah terbuka",5,1,aplikasi bagus cuman kadang sudah buka,10/10/2023,0.9200085,1
Kenapa pengguna-pengguna lain mengeluh ??,5,1,kenapa guna guna lain keluh ,05/01/2024,0.66259825,1
Gak bisa di akses,1,0,enggak bisa di akses,24/11/2023,0.14991175,0
"Aplikasi aneh, masuk menu manapun susah lemotnya minta ampun.",2,0,aplikasi aneh masuk menu mana susah lot minta ampun ,21/12/2023,0.000679213,0
sinyal watu,1,0,sinyal watu,27/10/2023,0.13672888,0
Bagus,5,1,bagus,02/11/2023,0.9971563,1
"Apk nya sering hang. yg sdh login sering tiba-tiba logout sendiri. Mau Login lg susah banget HARUS ganti password baru lagi tiap bulannya, dgn kode verifikasi yg ribet bacanya. Sehingga sy kesulitan tiap mau bayar iuran bulanan. Tolong lha di perbaiki aplikasi ini. Di buat gampang aja saat login, jangan kami di buat persulit para pelanggan indiehome.",1,0,apk nya sering hang yang sudah login sering tiba tiba logout sendiri mau login lagi susah banget harus ganti password baru lagi tiap bulan dengan kode verifikasi yang ribet baca sehingga saya sulit tiap mau bayar iur bulan tolong lah di baik aplikasi ini di buat gampang saja saat login jangan kami di buat sulit para langgan indiehome ,19/02/2024,0.000428074,0
Bagus mantap,5,1,bagus mantap,18/10/2023,0.9995907,1
Kecepatan bagus dan sesuai paket. Jarang ada gangguan. Kalau ada gangguan gampang pengaduannya lewat aplikasi mobile dan benar2 langsung ditangani dan dimonitor terus sampai selesai.,5,1,cepat bagus dan sesuai paket jarang ada ganggu kalau ada ganggu gampang adu lewat aplikasi mobile dan benar langsung tangan dan monitor terus sampai selesai ,24/09/2023,0.99962497,1
"Verifikasi lokasi gagal terus, padahal sudah ngikuti petunjuk...",1,0,verifikasi lokasi gagal terus padahal sudah ngikuti tunjuk ,28/10/2023,0.002437281,0
tidak bisa masuk,1,0,tidak bisa masuk,08/11/2023,0.011954907,0
"Internet stabil, aplikasi mudah digunakan",5,1,internet stabil aplikasi mudah guna,27/11/2023,0.99719363,1
Ok,5,1,ok,15/02/2024,0.9959974,1
Goodlah pokok nya.,5,1,goodlah pokok nya ,15/12/2023,0.99483466,1
Best,5,1,best,23/01/2024,0.9929785,1
Enak,5,1,enak,22/11/2023,0.9558301,1
Harus sering sering login akibat aplikasinya log out sendiri. Habis itu loginnya susah.,1,0,harus sering sering login akibat aplikasi log out sendiri habis itu loginnya susah ,26/10/2023,0.000597979,0
"Masi sering lemot, apa lagi setelah pegawai Indihome datang kerumah mengecek sinyal WiFi makin lemot",4,0,masih sering lemot apa lagi telah pegawai indihome datang rumah ecek sinyal wifi makin lemot,10/12/2023,0.00207598,0
"Heran sudah komplain tentang aplikasi di buka lemot tidak ada tindakan untuk memperbaikinya,masih sama,percuma ada banner tukarkan poin di klik aja tidak bisa di buka loading terus,jangankan aplikasinya web my IndiHome pun sama saja",1,0,heran sudah komplain tentang aplikasi di buka lemot tidak ada tindak untuk baik masih sama percuma ada banner tukar poin di klik saja tidak bisa di buka loading terus jangan aplikasi web my indihome pun sama saja,25/11/2023,0.000902309,0
Maknyos lah pokok namah,5,1,maknyos lah pokok namah,12/01/2024,0.99690557,1
Maaantaaap jiwaaa,5,1,maaantaaap jiwa,21/01/2024,0.98465633,1
Ada bug di menu berlangganan smoaa saat ingin berhenti berlangganan saat dihalaman otp selalu gagal karena masih dalam maintenance,1,0,ada bug di menu langgan smoa saat ingin henti langgan saat halaman otp selalu gagal karena masih dalam maintenance,08/10/2023,0.002493668,0
Mantap,5,1,mantap,02/02/2024,0.9967573,1
ok,5,1,ok,08/11/2023,0.9959974,1
baik sekali,5,1,baik sekali,06/01/2024,0.9319732,1
Pelayanan Prima,5,1,layan prima,14/11/2023,0.98655486,1
"Udah 2 bln lebih wifi saya sllu bermasalah, sllu lost connect... Gak pagi siang sore n malam n itu terjadi tiap hari. Pdhl pembayaran sllu lancar. Sangat mengganggu kerja sy sbg pemain crypto. Saya tunggu sebulan, klo msh ttp lost connect sy pindah haluan aja.",4,0,sudah bulan lebih wifi saya selalu masalah selalu lost connect enggak pagi siang sore n malam n itu jadi tiap hari padahal bayar selalu lancar sangat ganggu kerja saya bagai main crypto saya tunggu bulan kalo masih tetap lost connect saya pindah haluan saja ,08/10/2023,0.005340705,0
apaan dh kaga bisa login,1,0,apa dah kagak bisa login,03/01/2024,0.005490477,0
"Ini kenapaa yaa indihome ini saya sudah bayar tapi malah di isolir saya ngadu di apk ini malah di prosess teruss blum ada respon apa apaa, tolong dong ini saya sudah bayar lohh",2,0,ini kenapa ya indihome ini saya sudah bayar tapi malah di isolir saya adu di apk ini malah di proses terus belum ada respon apa apa tolong dong ini saya sudah bayar loh,21/10/2023,0.008995854,0
"Aplikasi tidak bagus, sekali berlangganan. Paket gak bisa berhenti karena menu berhenti tidak ada pada pengaturan paket layanan, masa berlangganan via aplikasi tapi berhentinya harus ke kantor terdekat dijaman yang sudah digital, tolong disediakan menunya min",1,0,aplikasi tidak bagus sekali langgan paket enggak bisa henti karena menu henti tidak ada pada atur paket layan masa langgan via aplikasi tapi henti harus ke kantor dekat jam yang sudah digital tolong sedia menu min,11/11/2023,0.002815949,0
informasi disajikan dgn jelas,5,1,informasi saji dengan jelas,11/12/2023,0.9964426,1
sekarang malah gak bisa login,1,0,sekarang malah enggak bisa login,24/11/2023,0.004674516,0
Good,5,1,good,21/10/2023,0.9959047,1
Pertahankan performanya.,5,1,tahan performa ,14/11/2023,0.990975,1
Kiranya teknisi dapat memperhatikan pengguna lain sehingga tidak terjadi lagi loss koneksi pada saat bekerja dengan box,4,0,kira teknisi dapat perhati guna lain sehingga tidak jadi lagi los koneksi pada saat kerja dengan box,20/10/2023,0.010231012,0
"Aplikasi yang sangat simple dan user interface yang bagus, bisa mengetahui informasi tagihan, FUP yg terpakai, cs yang siap dihubungi 24 jam,. Pokoknya mantap my indihome,. Sukses terus indihome indonesia",5,1,aplikasi yang sangat simple dan user interface yang bagus bisa tahu informasi tagih fup yang pakai cs yang siap hubung jam pokok mantap my indihome sukses terus indihome indonesia,23/09/2023,0.98227984,1
Bulanan yg Mahal,5,1,bulan yang mahal,18/11/2023,0.50603527,1
Aplikasinya gak bisa d buka keluar sendiri terus,2,0,aplikasi enggak bisa di buka keluar sendiri terus,23/11/2023,0.003612823,0
Lumayan stabil,5,1,lumayan stabil,09/10/2023,0.9989052,1
Kalk layananya baik ditambah lagi nanti bintangnya,4,1,kalk layananya baik tambah lagi nanti bintang,08/12/2023,0.9920766,1
Maaf turun 1 bintang karna apk closed sendiri saat buka apknya setelah diupdate bukan nya bagus malah cacat,1,0,maaf turun bintang karena apk closed sendiri saat buka apknya telah diupdate bukan nya bagus malah cacat,24/11/2023,0.000910129,0
Semoga jd jalan rezeki,5,1,moga jadi jalan rezeki,20/12/2023,0.99704003,1
"Dari jaman batu sampe skrg gada perubahan, lemot banget astaga. Mau tuker poin susah keburu angus",1,0,dari jaman batu sampai sekarang enggak ada ubah lemot banget astaga mau tuker poin susah keburu angus,31/12/2023,0.003136535,0
Mantap memuaskan,5,1,mantap muas,19/11/2023,0.9992817,1
Goodgoodgood!!!,5,1,goodgoodgood ,23/02/2024,0.96685785,1
"Selama ini Internet di rumah kami stabil dan juga tidak ada gangguan, terimakasih Telkomsel",5,1,lama ini internet di rumah kami stabil dan juga tidak ada ganggu terimakasih telkomsel,18/10/2023,0.9896898,1
Aplikasi nya bagus,2,1,aplikasi nya bagus,14/10/2023,0.9686711,1
SINYAL NYA LAG PARAH MENDING PAKE BIZNET,1,0,sinyal nya lag parah mending pakai biznet,24/12/2023,0.001591709,0
Perbaikan gangguan cepat,5,1,baik ganggu cepat,23/09/2023,0.99438274,1
Alahamdulillah puas sangat membantu,4,1,alahamdulillah puas sangat bantu,31/10/2023,0.9977236,1
"Aplikasi buruk,tidak ada cara lain login selain no hp,padahal sudah benar email dan sandi. Tetap aja perlu kode sms,no hp sudah tidak aktif lagi mau gimana lagi?",1,0,aplikasi buruk tidak ada cara lain login selain no hp padahal sudah benar email dan sandi tetap saja perlu kode sms no hp sudah tidak aktif lagi mau bagaimana lagi ,29/11/2023,0.00055782,0
mantap,5,1,mantap,19/11/2023,0.9967573,1
Sangat membantu akses ke media yang menjadi tujuan kita,5,1,sangat bantu akses ke media yang jadi tuju kita,05/01/2024,0.9966466,1
"Sangat buruk, jauh dari yang dulu.",1,0,sangat buruk jauh dari yang dulu ,25/09/2023,0.13583188,0
Aplikasi gak guna tll,1,0,aplikasi enggak guna tl,16/01/2024,0.10479073,0
Semoga perbaikan pelayanan berjalan dengan cepat,5,1,moga baik layan jalan dengan cepat,30/12/2023,0.99924505,1
Sering gangguan,3,0,sering ganggu,25/11/2023,0.1397471,0
"Hay, myindihome... Kemana kau yang dulu berselancar ringan di gadget, Sejak kau perindah tampilan Engkau terasa enggan tersentuh jari Kupikir kan lebih baik saat kau berpindah..?, Untuk apa tampilan indahmu ini..?, Bila jari-jari ini kau tolak untuk disentuh, Ayolah... Ribuan poinku sayang",2,0,hai myindihome mana kau yang dulu selancar ringan di gadget sejak kau indah tampil engkau asa enggan sentuh jari pikir kan lebih baik saat kau pindah untuk apa tampil indah ini bila jari jari ini kau tolak untuk sentuh ayo ribu poin sayang,21/12/2023,0.005549435,0
Di permudah donk utk menulis tgl lahir masa hrs saya scroll kalendernya. Klw saya lahir seabad yg lalu bisa gempor jariku..!!!,5,0,di mudah dong untuk tulis tanggal lahir masa harus saya scrol kalender kalau saya lahir abad yang lalu bisa gempor jari ,20/02/2024,0.005051464,0
Indihome memang oke,5,1,indihome memang oke,21/01/2024,0.99292517,1
Masih bisa di bobol ke amanannya,4,0,masih bisa di bobol ke aman,19/12/2023,0.12318904,0
"Koneksi Jaringan mantap,pelayanan teknisi cepat respon dan ramah...",5,1,koneksi jaring mantap layan teknisi cepat respon dan ramah ,24/09/2023,0.9986778,1
Membantu dan proses pemasangan cepat,4,1,bantu dan proses pasang cepat,21/12/2023,0.9992801,1
Ok,5,1,ok,03/12/2023,0.9959974,1
"Sinyal internetnya sudah bagus. Cuma untuk aplikasinya masih sering bikin kesel, beberapa bug sudah diperbaiki,tapi kalo mau beli kuota malah nggak bisa",1,0,sinyal internetnya sudah bagus cuma untuk aplikasi masih sering bikin kesel beberapa bug sudah baik tapi kalo mau beli kuota malah enggak bisa,24/12/2023,0.009151107,0
